kode,username,status,judul,penulis,rating,jml hlm,genre,sinopsis
D44,@poetstories,Borrowed,Toko Jajanan Ajaib Zenitendo 1,Reiko Hiroshima,4.1,156,"fiksi, fantasi, j-lit, cerpen","Di toko jajanan ajaib Zenitendo semua keinginan pembelinya bisa terwujud. Hanya saja, semua perkataan Beniko, pemilik toko, harus selalu dituruti. Jika tidak, nasib buruk akan jadi akibatnya.... Jajanan dalam buku ini, di antaranya: Permen Jeli Putri Duyung, Es Berhantu, dan Biskuit Binatang Buas. Buku Toko Jajanan Ajaib Zenitendo telah terjual jutaan kopi di Jepang dan Korea. Novel bestseller asal jepang ini berkisah tentang toko jajanan ajaib yang dapat mewujudkan keinginan setiap pembelinya. Beniko, nyonya pemilik Zenitendo, akan menawarkan jajanan-jajanan unik nan ajaib kepada para pembelinya. Namun, berhati-hatilah, karena jika pembeli tidak mengikuti saran Beniko, nasib buruk akan siap-siap menanti."
D45,@wwatermelloww,Borrowing,A Diary of Genocide,Atef Abu Saif,4.68,297,"nonfiksi, politik, perang, memoir","“… hari ini sama seperti kemarin, bombardir yang sama, berita yang sama, ketakutan yang sama, bau yang sama. Tak ada yang berubah. Kau hidup bersama pengeboman, suara ledakan, drone yang membayang-bayangi, dan dentuman sonik F-16. Ingar bingar ini seperti lagu tema sebuah film, hanya saja film itu adalah hidupmu. Kau harus menjalaninya .…” **** “Membaca catatan hari per hari ini, saya seperti tengah mengintip dari sebuah lubang kecil di tembok. Bagaimana hari demi hari dilalui oleh mereka yang hidup di Gaza, Palestina—bukan sejak 7 Oktober 2023, melainkan sejak 1948. Setiap selesai membaca catatan untuk satu hari, saya dihantui pertanyaan: besok apa yang akan dialami? Apa yang bisa kita lakukan? Membaca buku ini adalah sebuah kontribusi kecil untuk kita memahami apa yang terjadi dan mengambil peran menjadi ‘suara’ yang menggulirkan narasi kebenaran dari sungai sampai laut, sampai Palestina bebas dan merdeka.”"
D46,@_luvminkook,Queue,Anatomi Perasaan Ibu,Sophia Mega,4.15,149,"nonfiksi, kesehatan mental, parenting, gender","Ketika anakku lahir, ternyata aku tidak hanya merasakan kebahagiaan saja. Ternyata jadi ibu tidak hanya berisi kebahagiaan. Emosinya sepaket dengan perasaan tak berharga, kesepian, kesedihan, kemarahan, hingga perasaan mulai gila. Saat baru saja melahirkan sang bayi, ibu bisa merasakan hati yang berbunga-bunga sekaligus rasa sepi yang mengakar. Pada hari-hari yang berat ibu juga kerap kehilangan diri, tetapi hal ini jelas tak akan dibagikan di internet. Itu terlalu nekat. Sebab ketika membagikan cerita bahagia saja, ibu masih sering mendapatkan koreksi atas kekurangannya dalam pengasuhan. Ibu selalu dituntut menjadi sempurna. Aku tak mau lagi menyembunyikan diri dan cerita-ceritaku. Aku memilih melawan konsep kesempurnaan ini dengan membagikan cerita tentang menjadi ibu yang lebih jujur. Di buku ini, aku membagikan pengalaman menghadapi setiap emosi yang hadir ketika baru menikah, hamil, melahirkan, menyusui, dan menjalani keseharian ibu."
D46,@kuntibogellina,Borrowing,Anatomi Perasaan Ibu,Sophia Mega,4.15,149,"nonfiksi, kesehatan mental, parenting, gender","Ketika anakku lahir, ternyata aku tidak hanya merasakan kebahagiaan saja. Ternyata jadi ibu tidak hanya berisi kebahagiaan. Emosinya sepaket dengan perasaan tak berharga, kesepian, kesedihan, kemarahan, hingga perasaan mulai gila. Saat baru saja melahirkan sang bayi, ibu bisa merasakan hati yang berbunga-bunga sekaligus rasa sepi yang mengakar. Pada hari-hari yang berat ibu juga kerap kehilangan diri, tetapi hal ini jelas tak akan dibagikan di internet. Itu terlalu nekat. Sebab ketika membagikan cerita bahagia saja, ibu masih sering mendapatkan koreksi atas kekurangannya dalam pengasuhan. Ibu selalu dituntut menjadi sempurna. Aku tak mau lagi menyembunyikan diri dan cerita-ceritaku. Aku memilih melawan konsep kesempurnaan ini dengan membagikan cerita tentang menjadi ibu yang lebih jujur. Di buku ini, aku membagikan pengalaman menghadapi setiap emosi yang hadir ketika baru menikah, hamil, melahirkan, menyusui, dan menjalani keseharian ibu."
D46,@yayybyn,Borrowed,Anatomi Perasaan Ibu,Sophia Mega,4.15,149,"nonfiksi, kesehatan mental, parenting, gender","Ketika anakku lahir, ternyata aku tidak hanya merasakan kebahagiaan saja. Ternyata jadi ibu tidak hanya berisi kebahagiaan. Emosinya sepaket dengan perasaan tak berharga, kesepian, kesedihan, kemarahan, hingga perasaan mulai gila. Saat baru saja melahirkan sang bayi, ibu bisa merasakan hati yang berbunga-bunga sekaligus rasa sepi yang mengakar. Pada hari-hari yang berat ibu juga kerap kehilangan diri, tetapi hal ini jelas tak akan dibagikan di internet. Itu terlalu nekat. Sebab ketika membagikan cerita bahagia saja, ibu masih sering mendapatkan koreksi atas kekurangannya dalam pengasuhan. Ibu selalu dituntut menjadi sempurna. Aku tak mau lagi menyembunyikan diri dan cerita-ceritaku. Aku memilih melawan konsep kesempurnaan ini dengan membagikan cerita tentang menjadi ibu yang lebih jujur. Di buku ini, aku membagikan pengalaman menghadapi setiap emosi yang hadir ketika baru menikah, hamil, melahirkan, menyusui, dan menjalani keseharian ibu."
D47,@finesta,Borrowing,Berburu Restu,Dimas Abi,4.0,337,"fiksi, romansa, komedi","Proyek Berburu Restu demi mempersunting Ajeng-ku yang ginuk-ginuk. Tante Citra: Si Bungsu yang eksentrik dan ogah nikah. Suka nge-prank. Suaranya enggak pernah didengerin dalam musyawarah keluarga Om Genta: Olah raga versi Om Genta, keliling GBK 5x buat pemanasan doang. Olahraga versi Dipa, salat. Bulik Ratih: Doyan tas mahal. Anaknya mau nikah dengan pesta besar-besaran. Pasti bakal dibandingin sama Dipa yang Pro Nikah di KUA 0 Rupiah. Pak Guntur: Pejabat Eselon II Kementerian Pertahanan. Ajeng putri semata wayang. Dinding baja antitembus. Dipa bakal mental! *mending mental doang, kalau dilarang ketemu Ajeng selamanya?"
D47,@laurayuwi,Queue,Berburu Restu,Dimas Abi,4.0,337,"fiksi, romansa, komedi","Proyek Berburu Restu demi mempersunting Ajeng-ku yang ginuk-ginuk. Tante Citra: Si Bungsu yang eksentrik dan ogah nikah. Suka nge-prank. Suaranya enggak pernah didengerin dalam musyawarah keluarga Om Genta: Olah raga versi Om Genta, keliling GBK 5x buat pemanasan doang. Olahraga versi Dipa, salat. Bulik Ratih: Doyan tas mahal. Anaknya mau nikah dengan pesta besar-besaran. Pasti bakal dibandingin sama Dipa yang Pro Nikah di KUA 0 Rupiah. Pak Guntur: Pejabat Eselon II Kementerian Pertahanan. Ajeng putri semata wayang. Dinding baja antitembus. Dipa bakal mental! *mending mental doang, kalau dilarang ketemu Ajeng selamanya?"
D47,@myeoms,Borrowed,Berburu Restu,Dimas Abi,4.0,337,"fiksi, romansa, komedi","Proyek Berburu Restu demi mempersunting Ajeng-ku yang ginuk-ginuk. Tante Citra: Si Bungsu yang eksentrik dan ogah nikah. Suka nge-prank. Suaranya enggak pernah didengerin dalam musyawarah keluarga Om Genta: Olah raga versi Om Genta, keliling GBK 5x buat pemanasan doang. Olahraga versi Dipa, salat. Bulik Ratih: Doyan tas mahal. Anaknya mau nikah dengan pesta besar-besaran. Pasti bakal dibandingin sama Dipa yang Pro Nikah di KUA 0 Rupiah. Pak Guntur: Pejabat Eselon II Kementerian Pertahanan. Ajeng putri semata wayang. Dinding baja antitembus. Dipa bakal mental! *mending mental doang, kalau dilarang ketemu Ajeng selamanya?"
D47,@twinklewrinckle,Queue,Berburu Restu,Dimas Abi,4.0,337,"fiksi, romansa, komedi","Proyek Berburu Restu demi mempersunting Ajeng-ku yang ginuk-ginuk. Tante Citra: Si Bungsu yang eksentrik dan ogah nikah. Suka nge-prank. Suaranya enggak pernah didengerin dalam musyawarah keluarga Om Genta: Olah raga versi Om Genta, keliling GBK 5x buat pemanasan doang. Olahraga versi Dipa, salat. Bulik Ratih: Doyan tas mahal. Anaknya mau nikah dengan pesta besar-besaran. Pasti bakal dibandingin sama Dipa yang Pro Nikah di KUA 0 Rupiah. Pak Guntur: Pejabat Eselon II Kementerian Pertahanan. Ajeng putri semata wayang. Dinding baja antitembus. Dipa bakal mental! *mending mental doang, kalau dilarang ketemu Ajeng selamanya?"
D47,@zrhmaida,Queue,Berburu Restu,Dimas Abi,4.0,337,"fiksi, romansa, komedi","Proyek Berburu Restu demi mempersunting Ajeng-ku yang ginuk-ginuk. Tante Citra: Si Bungsu yang eksentrik dan ogah nikah. Suka nge-prank. Suaranya enggak pernah didengerin dalam musyawarah keluarga Om Genta: Olah raga versi Om Genta, keliling GBK 5x buat pemanasan doang. Olahraga versi Dipa, salat. Bulik Ratih: Doyan tas mahal. Anaknya mau nikah dengan pesta besar-besaran. Pasti bakal dibandingin sama Dipa yang Pro Nikah di KUA 0 Rupiah. Pak Guntur: Pejabat Eselon II Kementerian Pertahanan. Ajeng putri semata wayang. Dinding baja antitembus. Dipa bakal mental! *mending mental doang, kalau dilarang ketemu Ajeng selamanya?"
D48,@minjeongie101,Borrowing,The Hunger Games,Suzanne Collins,4.34,374,"fiksi, fantasiyoung-adult aksi, fiksi ilmiah","The Hunger Games menceritakan tentang seorang gadis berusia 16 tahun bernama Katniss Everdeen yang tinggal di sebuah tempat bernama Distrik 12, di mana mayoritas penduduknya bekerja sebagai penambang. Distrik 12 adalah sebuah distrik terakhir, salah satu dari 12 distrik di negara yang disebut Panem. Panem sendiri merupakan sebuah negara di mana dulunya Amerika Utara pernah berada, yang setelah bencana besar di bumi menjadi satu-satunya wilayah yang selamat. Karena pemberontakan gagal terhadap pemerintahan Panem 75 tahun sebelumnya, pemerintahan Panem lantas melakukan sebuah kompetisi maut yang diadakan di ibu kota negara yang bernama Capitol. Kompetisinya bernama The Hunger Games, yang diikuti oleh sepasang anak muda berusia antara 12-18 tahun dan dipilih dari 12 distrik yang ada di Panem. Kompetisi telah dilakukan selama 74 tahun berturut-turut. Tujuan diadakan kompetisi ini adalah untuk merekatkan hubungan antara distrik, sekaligus menyegarkan ingatan tentang mereka yang terbunuh akibat pemberontakan di distrik-distrik dan mengingatkan seluruh penduduk betapa berkuasanya pemerintahan Panem yang dipimpin oleh Presiden Snow. Dalam The Hunger Games, ke 24 anak terpilih ditempatkan di suatu arena di Capitol. Di arena yang dipenuhi dengan CCTV canggih itu, ke 24 kontestan diharuskan saling membunuh dan kompetisi tersebut disiarkan secara langsung oleh televisi dalam konsep reality show. Layaknya reality show, para kontestan The Hunger Games juga memerlukan personaliti menarik agar mereka bisa mendapatkan sponsor. Sponsor ini berfungsi untuk menyelamatkan para kontestan dari beberapa kali kejadian maut."
D49,@nobody,Queue,Catching Fire,Suzanne Collins,4.33,391,"fiksi, fantasiyoung-adult aksi, fiksi ilmiah, romansa","Memenangkan The Hunger Games merupakan hal yang menggembirakan. Katniss Everdeen dan Peeta Mellark sama-sama masih hidup, serta sama-sama mendapatkan ketenaran dan kemahsyuran. Namun, mereka lupa kalau para victor (pemenang The Hunger Games) harus melakukan Victory Tour alias Tur Kemenangan. Mereka akan pawai ke semua distrik lalu berakhir di Capitol untuk 'merayakan' kemenangan mereka di game. Katniss dan Peeta juga harus menjadi mentor untuk calon tribute The Hunger Games selanjutnya. Sehingga, tentu saja 'akting' berpura-pura saling jatuh cinta yang dilakoni Katniss dan Peeta harus dilanjutkan, karena kehidupan mereka selamanya akan ditelevisikan. Tentu orang-orang tidak akan menyukai jika star-crossed lover yang menghebohkan seantero Panem putus, atau malah ketahuan kalau selama ini hanya berakting, bukan? Dan, Presiden Snow pun secara langsung memerintahkan Katniss untuk membuat orang-orang percaya, bahwa aksinya yang berkaitan dengan Nightlock merupakan 'atas dasar cinta', bukan karena ingin memicu pemberontakan. Karena, telah terjadi pemberontakan di distrik-distrik. Para victor diberkahi dengan uang, tempat tinggal baru yang mewah di Victors' Village di distrik masing-masing, kemahsyuran, dan tentunya dapat tetap hidup setelah melalui game. Akan tetapi, ada yang berbeda dengan The Hunger Games ke-75 yang jatuh pada tahun ini. Digadang-gadang, game kali ini lebih menarik. Karena Capitol menyebutnya sebagai Quarter Quell setiap 25 tahun sekali berarti ada yang spesial daripada The Hunger Games biasanya. Entah itu misalnya tanpa makanan, tanpa tempat berlindung, pokoknya arena dan alur permainan akan lebih ekstrem dari biasanya."
D50,@nobody,Queue,Mockingjay,Suzanne Collins,4.09,390,"fiksi, fantasiyoung-adult aksi, fiksi ilmiah","Katniss Everdeen selamat dari Hunger Games, dua kali. Tapi Katniss belum sepenuhnya aman dari ancaman Capitol meskipun sekarang ia dalam lindungan Distrik 13. Pemberontakan makin merajalela di distrik-distrik untuk menjatuhkan Capitol. Kini tak ada seorang pun yang dicintai Katniss aman karena Presiden Snow ingin menumpas revolusi dengan menghancurkan Mockingjay... bagaimanapun caranya.Katniss Everdeen masih dilanda kesedihan karena Peeta Mellark tak diketahui keberadaannya, ia tak ikut diselamatkan oleh pemberontak di saat kubah hunger games runtuh oleh panah Katniss. Pemberontakan yang justru dipicu oleh tindakan heroik Katniss menyebabkan banyak distrik dibumihanguskan oleh the Capitol, karena mengadakan perlawanan. Keberadaan Katniss sangat penting bagi pemberontak yang dipimpin oleh Presiden Coin (Julianne Moore), dan bermarkas di kota bawah tanah Distrik 12, tempat kelahiran Katniss. Katniss digadang menjadi simbol dan icon perlawanan terhadap the Capitol, yang mereka sebut dengan The Mockingjay. Pada mulanya Katniss menolak tawaran presiden coin untuk jadi The Mockingjay karena menurutnya merasa kecewa Peeta Mellark tak ikut diselamatkan. Pada saat makan siang di kota bawah tanah distrik 12, Katniss melihat di televisi the Capitol menyiarkan talkshow dengan narasumber Peeta, yang menyatakan bahwa pemberontakan adalah sebuah kesalahan dan Katniss hanya jadi korban tipu daya pemberontak, sontak seluruh penduduk kota bawah tanah Distrik 12 memaki dan menghujat Peeta. Betapa terkejutnya Katniss dengan pernyataan itu, dan berpikir bahwa Peeta mengatakannya di bawah ancaman atau Peeta tak tahu apa yang dilakukan the Capitol terhadap berbagai distrik."
D51,@aprilialiaa,Queue,The Girl Who Fell Beneath The Sea,Axie Oh,4.11,325,"fiksi, fantasiyoung-adult mitologi, romansa, hisfic","Badai mematikan telah merusak tanah kelahiran Mina selama beberapa generasi. Banjir menyapu seluruh desa, sementara perang berdarah dikobarkan untuk memperebutkan sumber daya yang tersisa. Masyarakat di desa Mina memercayai bahwa Dewa Laut mengutuk mereka dengan kematian dan keputusasaan. Dalam upaya untuk menenangkan Dewa Laut, setiap tahun seorang gadis cantik dibuang ke laut untuk menjadi pengantin Dewa Laut, dengan harapan suatu hari ""pengantin sejati"" akan dipilih dan mengakhiri penderitaan mereka. Shim Cheong adalah gadis tercantik di desa, sekaligus kekasih Joon. Banyak yang percaya dialah pengantin sejati Dewa Laut Tapi pada malam Cheong hendak dikorbankan, Joon mengikuti Cheong, meski tahu bahwa ikut campur akan dihadiahi hukuman mati. Untuk menyelamatkan kakaknya, Mina terjun ke air menggantikan Cheong. Kecantikan Mina memang tidak sebanding dengan para pengantin terdahulu. Tapi dia sudah tersapu ke Alam Roh. Kini Mina tak punya banyak waktu untuk menemukan Dewa Laut sebelum dirinya sendiri berubah menjadi arwah. Berbekal kemampuan mendongeng dan bantuan para arwah, Mina harus berhasil menemukan Dewa Laut. Di bawah laut, naga terlelap Apa yang diimpikannya? Di bawah laut, naga terlelap Kapankah dia terjaga? Pada sebutir mutiara naga permohonanmu ‘kan dibangkitkan. Pada sebutir mutiara naga permohonanmu ‘kan dibangkitkan."
D51,@bbelzoaaa,Queue,The Girl Who Fell Beneath The Sea,Axie Oh,4.11,325,"fiksi, fantasiyoung-adult mitologi, romansa, hisfic","Badai mematikan telah merusak tanah kelahiran Mina selama beberapa generasi. Banjir menyapu seluruh desa, sementara perang berdarah dikobarkan untuk memperebutkan sumber daya yang tersisa. Masyarakat di desa Mina memercayai bahwa Dewa Laut mengutuk mereka dengan kematian dan keputusasaan. Dalam upaya untuk menenangkan Dewa Laut, setiap tahun seorang gadis cantik dibuang ke laut untuk menjadi pengantin Dewa Laut, dengan harapan suatu hari ""pengantin sejati"" akan dipilih dan mengakhiri penderitaan mereka. Shim Cheong adalah gadis tercantik di desa, sekaligus kekasih Joon. Banyak yang percaya dialah pengantin sejati Dewa Laut Tapi pada malam Cheong hendak dikorbankan, Joon mengikuti Cheong, meski tahu bahwa ikut campur akan dihadiahi hukuman mati. Untuk menyelamatkan kakaknya, Mina terjun ke air menggantikan Cheong. Kecantikan Mina memang tidak sebanding dengan para pengantin terdahulu. Tapi dia sudah tersapu ke Alam Roh. Kini Mina tak punya banyak waktu untuk menemukan Dewa Laut sebelum dirinya sendiri berubah menjadi arwah. Berbekal kemampuan mendongeng dan bantuan para arwah, Mina harus berhasil menemukan Dewa Laut. Di bawah laut, naga terlelap Apa yang diimpikannya? Di bawah laut, naga terlelap Kapankah dia terjaga? Pada sebutir mutiara naga permohonanmu ‘kan dibangkitkan. Pada sebutir mutiara naga permohonanmu ‘kan dibangkitkan."
D51,@diclofenack,Queue,The Girl Who Fell Beneath The Sea,Axie Oh,4.11,325,"fiksi, fantasiyoung-adult mitologi, romansa, hisfic","Badai mematikan telah merusak tanah kelahiran Mina selama beberapa generasi. Banjir menyapu seluruh desa, sementara perang berdarah dikobarkan untuk memperebutkan sumber daya yang tersisa. Masyarakat di desa Mina memercayai bahwa Dewa Laut mengutuk mereka dengan kematian dan keputusasaan. Dalam upaya untuk menenangkan Dewa Laut, setiap tahun seorang gadis cantik dibuang ke laut untuk menjadi pengantin Dewa Laut, dengan harapan suatu hari ""pengantin sejati"" akan dipilih dan mengakhiri penderitaan mereka. Shim Cheong adalah gadis tercantik di desa, sekaligus kekasih Joon. Banyak yang percaya dialah pengantin sejati Dewa Laut Tapi pada malam Cheong hendak dikorbankan, Joon mengikuti Cheong, meski tahu bahwa ikut campur akan dihadiahi hukuman mati. Untuk menyelamatkan kakaknya, Mina terjun ke air menggantikan Cheong. Kecantikan Mina memang tidak sebanding dengan para pengantin terdahulu. Tapi dia sudah tersapu ke Alam Roh. Kini Mina tak punya banyak waktu untuk menemukan Dewa Laut sebelum dirinya sendiri berubah menjadi arwah. Berbekal kemampuan mendongeng dan bantuan para arwah, Mina harus berhasil menemukan Dewa Laut. Di bawah laut, naga terlelap Apa yang diimpikannya? Di bawah laut, naga terlelap Kapankah dia terjaga? Pada sebutir mutiara naga permohonanmu ‘kan dibangkitkan. Pada sebutir mutiara naga permohonanmu ‘kan dibangkitkan."
